SRC_ADD,PKT_ID,TO_NODE,PKT_SIZE,NUMBER_OF_PKT,NUMBER_OF_BYTE,PKT_RATE,BYTE_RATE,PKT_AVG_SIZE,PKT_CLASS,Timestamp
20,60715,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:12:35
20,58046,21,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:24:28 PM
20,63654,25,55,7085,389675,94.72,5209.67,55,SIDDOS,21/02/2018 11:52:48 PM
20,72150,23,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:25:45 PM
15.1,601529,24,1000,6250,6250000,124.94,124942,1000,SIDDOS,16/02/2018 11:23:47 PM
20,59919,25,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:15:32 PM
20,77891,25,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:25:50 PM
20,56772,21,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:25:25 PM
20,59717,21,55,7085,389675,94.72,5209.67,55,SIDDOS,22/02/2018 12:05:11 AM
20,59491,21,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:23:48 PM
20,64755,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:55:22
20,78333,25,55,7085,389675,94.72,5209.67,55,SIDDOS,22/02/2018 12:29:11 AM
20,71535,25,55,7085,389675,94.72,5209.67,55,SIDDOS,21/02/2018 11:42:27 PM
20,73881,23,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:27:46 PM
20,64171,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:16:46
20,65621,25,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:19:14 PM
20,79206,25,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 08:19:06 PM
20,70117,25,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 08:32:35 PM
20,62420,25,55,7085,389675,94.72,5209.67,55,SIDDOS,22/02/2018 12:25:05 AM
20,69823,23,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:24:54 PM
20,70780,21,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:19:26 PM
20,57014,25,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:25:39 PM
20,64969,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:46:20
20,76439,21,55,7085,389675,94.72,5209.67,55,SIDDOS,22/02/2018 12:21:23 AM
20,69829,23,55,7085,389675,94.72,5209.67,55,SIDDOS,22/02/2018 12:12:32 AM
20,72975,21,55,7085,389675,94.72,5209.67,55,SIDDOS,21/02/2018 11:53:49 PM
20,78055,25,55,7085,389675,94.72,5209.67,55,SIDDOS,21/02/2018 11:47:23 PM
20,76697,21,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:19:56 PM
20,64976,21,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:19:20 PM
20,59207,23,55,7085,389675,94.72,5209.67,55,SIDDOS,21/02/2018 11:46:54 PM
17.1,537702,22,1000,6250,6250000,124.94,124941,1000,SIDDOS,16/02/2018 11:27:09 PM
20,73740,25,55,7085,389675,94.72,5209.67,55,SIDDOS,22/02/2018 12:14:00 AM
14.1,633300,23,1000,6250,6250000,124.94,124943,1000,SIDDOS,22/02/2018 12:06:51 AM
20,68209,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:51:29
20,57627,23,55,7085,389675,94.72,5209.67,55,SIDDOS,21/02/2018 11:50:08 PM
20,66944,25,55,7085,389675,94.72,5209.67,55,SIDDOS,22/02/2018 12:30:41 AM
20,78241,21,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:23:33 PM
20,72011,21,55,7085,389675,94.72,5209.67,55,SIDDOS,22/02/2018 12:09:53 AM
20,73257,21,55,7085,389675,94.72,5209.67,55,SIDDOS,21/02/2018 11:47:12 PM
20,60064,23,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:16:14 PM
20,76368,25,55,7085,389675,94.72,5209.67,55,SIDDOS,22/02/2018 12:19:35 AM
20,79224,23,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:22:20 PM
20,67809,21,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:23:20 PM
20,75797,21,55,7085,389675,94.72,5209.67,55,SIDDOS,12/6/2010 15:02
20,66000,25,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:26:58 PM
9,526075,21,1540,16085,24770900,328.06,505218,1540,SIDDOS,22/02/2018 12:08:48 AM
20,60709,21,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:23:15 PM
20,66867,21,55,7085,389675,94.72,5209.67,55,SIDDOS,22/02/2018 12:16:54 AM
20,70919,25,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:19:48 PM
7,332815,24,1540,16090,24778600,328.17,505378,1540,SIDDOS,21/02/2018 11:57:53 PM
20,60060,25,55,7085,389675,94.72,5209.67,55,SIDDOS,22/02/2018 12:02:38 AM
20,59620,23,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:20:14 PM
20,78045,23,55,7085,389675,94.72,5209.67,55,SIDDOS,22/02/2018 12:32:46 AM
20,71379,23,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:18:23 PM
20,64769,23,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:16:10 PM
20,61821,23,55,7085,389675,94.72,5209.67,55,SIDDOS,22/02/2018 12:23:03 AM
20,61964,23,55,7085,389675,94.72,5209.67,55,SIDDOS,21/02/2018 11:55:55 PM
20,74100,21,55,7085,389675,94.72,5209.67,55,SIDDOS,21/02/2018 11:54:03 PM
20,63353,25,55,7085,389675,94.72,5209.67,55,SIDDOS,22/02/2018 12:21:12 AM
20,73257,25,55,7085,389675,94.72,5209.67,55,SIDDOS,21/02/2018 11:59:19 PM
20,62101,21,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:19:06 PM
20,72168,23,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:15:53 PM
20,65863,23,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:21:11 PM
20,62926,25,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:16:23 PM
20,76124,21,55,7085,389675,94.72,5209.67,55,SIDDOS,15/02/2018 06:58:22 PM
20,73808,21,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:19:13 PM
20,64386,21,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:27:53 PM
20,67613,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:44:31
20,72563,25,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:20:06 PM
20,71059,23,55,7085,389675,94.72,5209.67,55,SIDDOS,22/02/2018 12:02:46 AM
20,65715,21,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:25:13 PM
20,73677,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:24:23
20,74244,25,55,7085,389675,94.72,5209.67,55,SIDDOS,21/02/2018 11:47:17 PM
20,63431,25,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:25:19 PM
20,67097,23,55,7085,389675,94.72,5209.67,55,SIDDOS,21/02/2018 11:51:58 PM
20,66944,21,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:20:44 PM
20,58660,23,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:25:38 PM
20,68249,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:53:24
20,64965,21,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:25:59 PM
20,60429,21,55,7085,389675,94.72,5209.67,55,SIDDOS,22/02/2018 12:11:13 AM
20,62998,21,55,7085,389675,94.72,5209.67,55,SIDDOS,22/02/2018 12:26:08 AM
20,58969,25,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:17:50 PM
20,58649,23,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:17:40 PM
20,70014,23,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:23:58 PM
20,75345,21,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:18:23 PM
20,75938,23,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:19:46 PM
20,58658,25,55,7085,389675,94.72,5209.67,55,SIDDOS,21/02/2018 11:45:11 PM
20,70012,23,55,7085,389675,94.72,5209.67,55,SIDDOS,21/02/2018 11:54:00 PM
20,63944,21,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:22:31 PM
20,62294,21,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:16:26 PM
20,68995,23,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:22:46 PM
20,74176,25,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:23:48 PM
20,59784,23,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:26:46 PM
20,75993,23,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:23:24 PM
20,60711,23,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:22:34 PM
20,73298,25,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:22:26 PM
20,58402,23,55,7085,389675,94.72,5209.67,55,SIDDOS,21/02/2018 11:51:11 PM
20,59921,21,55,7085,389675,94.72,5209.67,55,SIDDOS,22/02/2018 12:22:55 AM
20,72152,21,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:16:42 PM
20,79058,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:16:37
20,58087,21,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:26:37 PM
20,78402,21,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:21:54 PM
20,77040,21,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:15:31 PM
20,72447,21,55,7085,389675,94.72,5209.67,55,SIDDOS,21/02/2018 11:52:31 PM
20,77046,23,55,7085,389675,94.72,5209.67,55,SIDDOS,22/02/2018 12:05:58 AM
20,65256,21,55,7085,389675,94.72,5209.67,55,SIDDOS,22/02/2018 12:22:59 AM
20,78834,23,55,7085,389675,94.72,5209.67,55,SIDDOS,22/02/2018 12:10:31 AM
20,66865,21,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:21:43 PM
20,77765,25,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:22:05 PM
20,57153,25,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:26:37 PM
20,60418,21,55,7085,389675,94.72,5209.67,55,SIDDOS,22/02/2018 12:17:41 AM
20,59755,21,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:15:36 PM
20,72133,23,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:25:53 PM
20,61970,23,55,7085,389675,94.72,5209.67,55,SIDDOS,21/02/2018 11:44:23 PM
20,73538,23,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:21:50 PM
20,64810,21,55,7085,389675,94.72,5209.67,55,SIDDOS,21/02/2018 11:55:12 PM
20,73814,21,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:28:02 PM
20,66964,25,55,7085,389675,94.72,5209.67,55,SIDDOS,22/02/2018 12:01:33 AM
20,67021,21,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:28:04 PM
20,76149,25,55,7085,389675,94.72,5209.67,55,SIDDOS,22/02/2018 12:00:15 AM
20,73679,21,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:28:09 PM
20,61484,25,55,7085,389675,94.72,5209.67,55,SIDDOS,21/02/2018 11:56:24 PM
20,76581,21,55,7085,389675,94.72,5209.67,55,SIDDOS,22/02/2018 12:32:38 AM
20,57593,21,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:26:26 PM
20,61532,25,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:23:48 PM
20,79056,21,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:23:17 PM
20,77975,21,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:17:59 PM
20,68870,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:55:29
20,60584,25,55,7085,389675,94.72,5209.67,55,SIDDOS,21/02/2018 11:50:34 PM
20,56409,21,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:25:08 PM
20,71836,23,55,7085,389675,94.72,5209.67,55,SIDDOS,22/02/2018 12:33:12 AM
20,74799,25,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:25:14 PM
20,79032,25,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:27:48 PM
20,78055,21,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:21:13 PM
20,62008,23,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:23:47 PM
20,64327,21,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:22:21 PM
20,76544,23,55,7085,389675,94.72,5209.67,55,SIDDOS,22/02/2018 12:25:00 AM
20,58971,23,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:19:23 PM
20,66935,25,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:15:33 PM
20,78977,25,55,7085,389675,94.72,5209.67,55,SIDDOS,22/02/2018 12:18:20 AM
20,64967,21,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:27:32 PM
20,74740,21,55,7085,389675,94.72,5209.67,55,SIDDOS,21/02/2018 11:47:42 PM
20,66067,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:15:15
20,79046,25,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:23:53 PM
20,73372,25,55,7085,389675,94.72,5209.67,55,SIDDOS,22/02/2018 12:26:51 AM
20,68993,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:30:32
20,62714,21,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:27:22 PM
20,76570,23,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:25:51 PM
20,70446,23,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:23:29 PM
20,76126,25,55,7085,389675,94.72,5209.67,55,SIDDOS,16/02/2018 11:16:36 PM
20,60433,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:46:56
20,72626,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:31:43
20,73399,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 01:36:41
20,68342,23,55,7085,389675,94.72,5209.67,55,SIDDOS,3/7/2017 22:21
20,306,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 02:19:49
20,61970,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 04:43:24
20,76411,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:03:50
20,57625,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 02:03:57
20,78693,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:11:31
20,59649,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:18:17
20,73366,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:18:12
20,61819,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 12:38:19
20,72305,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:12:30
20,62418,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:59:48
20,66288,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:08:37
20,77752,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:17:37
20,64959,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 01:50:49
20,71838,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 12:05:06
20,75648,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 02:24:24
20,69489,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:45:22
20,62091,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:12:40
20,61323,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 04:04:15
20,78558,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 01:07:28
20,71686,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 08:28:22
20,422,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 12:04:14
20,76280,21,55,7085,389675,94.72,5209.67,55,SIDDOS,3/7/2017 22:58
20,57309,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 04:23:42
20,72719,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 01:59:48
20,60296,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 12:47:41
20,64900,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:06:39
20,65193,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 02:46:13
20,72283,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:46:32
20,68407,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 04:02:30
20,59759,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 12:13:07
20,68854,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:06:36
20,76990,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 04:07:20
20,60517,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:28:47
20,78883,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:53:57
20,68525,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:19:27
20,75707,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:55:11
20,67592,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:18:09
20,61808,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 02:36:02
20,69479,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:02:33
20,59150,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:03:10
20,67487,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:49:24
20,68560,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:00:24
20,75087,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 01:56:45
20,64634,23,55,7085,389675,94.72,5209.67,55,SIDDOS,3/7/2017 23:04
20,61804,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 04:14:17
20,76219,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:48:40
20,73721,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:41:55
20,61530,21,55,7085,389675,94.72,5209.67,55,SIDDOS,3/7/2017 20:30
20,59054,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 12:58:34
20,57851,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:24:22
20,78265,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:58:30
20,78241,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 02:09:11
20,57409,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:28:05
20,61036,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:19:28
20,70014,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 04:17:42
20,61677,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:36:53
20,66794,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:20:15
20,64608,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 04:30:17
20,71107,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:09:17
20,73818,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 08:39:44
11,94793,23,1540,16103,24798600,328.52,505925,1540,SIDDOS,20/02/2018 08:37:50
25.1,23805,26,55,5630,309650,656.27,36094.9,55,SIDDOS,20/02/2018 08:29:51
24.4,413184,21,55,16091,885005,328.22,18052,55,SIDDOS,20/02/2018 09:03:00
20,74298,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 02:02:46
20,63039,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:37:59
20,75065,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:02:44
20,65058,21,55,7085,389675,94.72,5209.67,55,SIDDOS,3/7/2017 20:00
20,75231,21,55,7085,389675,94.72,5209.67,55,SIDDOS,3/7/2017 19:32
20,65572,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 01:15:45
20,72567,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 04:02:54
20,70254,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 04:10:25
20,58537,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 04:02:00
20,76419,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 05:17:09
20,58539,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 01:06:15
20,67908,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:37:31
20,75928,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 02:02:51
20,73875,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:27:09
20,58222,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:49:35
20,68991,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:08:21
20,67434,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:06:03
20,71246,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:03:50
20,69302,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:30:49
20,61486,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 12:49:29
20,68378,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 06:00:23
20,67240,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:15:13
20,60241,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:14:54
20,72571,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:09:51
20,77179,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 02:24:14
20,76548,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 01:05:06
20,71192,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 01:29:03
7,318499,21,1540,16090,24778600,328.17,505378,1540,SIDDOS,20/02/2018 02:00:56
20,58527,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 04:52:53
20,74012,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 04:17:35
20,76400,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:59:21
20,60721,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:30:34
20,61949,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:32:35
20,79110,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:58:02
13,177409,22,1540,16103,24798600,328.46,505828,1540,SIDDOS,20/02/2018 09:48:01
20,64462,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 08:51:39
13,544725,24,1540,16103,24798600,328.46,505828,1540,SIDDOS,20/02/2018 10:14:02
20,65092,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:58:24
20,69959,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 12:43:20
20,67464,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 08:46:22
20,78809,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 02:55:43
20,61469,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:28:46
20,59194,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:29:05
15.1,609572,24,1000,6250,6250000,124.94,124942,1000,SIDDOS,20/02/2018 04:14:09
20,79126,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 08:29:35
20,75351,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:54:08
20,57781,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 02:38:10
20,57282,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:52:06
20,74593,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:17:09
20,69821,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:01:25
20,66815,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 12:00:45
20,62906,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:46:43
20,61385,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 02:26:37
20,57223,21,55,7085,389675,94.72,5209.67,55,SIDDOS,3/7/2017 22:20
20,62908,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:48:20
20,64005,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:07:07
20,64346,21,55,7085,389675,94.72,5209.67,55,SIDDOS,3/7/2017 19:55
20,61837,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:59:09
20,60730,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 02:13:54
20,65701,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 01:21:43
20,59144,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:20:56
20,73536,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 12:09:15
20,75482,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:29:11
20,67440,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 10:39:59
20,67906,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 02:34:01
20,57853,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:52:35
20,57942,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 12:30:23
20,71050,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 12:24:11
20,70446,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 02:31:57
20,69348,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 09:58:23
20,67476,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:33:30
20,68651,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 01:51:15
20,71210,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 12:32:14
20,72936,21,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 11:51:55
20,74643,25,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 04:29:47
20,58529,23,55,7085,389675,94.72,5209.67,55,SIDDOS,20/02/2018 03:07:59
